"Site_no","Country","Taxa_code","Type_1","Type_2","Site_block","Site_name","Group","Genus_family","Mode","Lowest_level","FA1","FA2","FA3","FA4","FA5","FA6","FA7","FA8","FA9","FA10","FA11","FA12","FA13","FA14","FA15","FA16","FA17","FA18","FA19","FA20","FA21","FA22","FA23","FA24","FA25","FA26","FA27","FA28","FA29","FA30","FA31","FA32","FA33","FA34","FA35","FA36","FA37","EPA_perc","DHA_perc","LNA_perc","ALA_perc","Spider_body_size","chl_a_m2_day","Width","Riparian_PC1","Catchment_PC1","s3","cd1","cy2","dis3","dis4","life1","life2","wnb2","wnb3","wnb5","EPA_ALA_ratio","Lycosidae"
27,"SE","Lyco","UBF","PAIR","LAN_PAIR","LAN_UBF","Arachnida","Lycosidae","Ground","Lycosidae",-12.9782280115001,-12.6548748078495,-11.5513676604994,-12.5843808160861,-12.1080800661895,-9.70257433827353,-14.2638316483246,-11.9689518772652,-10.0224142903574,-6.24375193241301,-12.9548692369406,-8.7487392566761,-9.87852002232135,-6.67389452621864,-5.86349303056502,-5.99771475087838,-8.18391535995123,-7.79723519328452,-11.6023179284869,-9.59362911461021,-9.35616836732523,-10.9469073695668,-10.1239508106452,-12.1537564079656,-12.0463516793071,-12.6112665219786,-10.4396532962852,-11.4601780684274,-13.1257470893829,-13.9258006085966,-10.3238389634099,-10.4519464582149,-11.8210741028294,-11.7137294535212,-13.4064966016416,-9.74588175591816,-10.3073128855758,0.90874574999622,-0.756730907356335,0.36324201880386,0.4042284315364,-1.26694302183355,-0.391885407740258,-0.0970869877340988,0.775054843185416,-1.26326969350796,-0.594773334549183,-0.70126152413479,0.0750394485468532,-0.509695266592811,-0.976450198944313,-0.671447638569345,-0.0245222643864366,-0.549668519978363,-0.958311283131246,-0.21036486868676,0.406555456342304,-0.709667575963492
29,"SE","Lyco","UBF","PAIR","ALO_PAIR","ALO_UBF","Arachnida","Lycosidae","Ground","Lycosidae",-12.2043915911295,-12.3119224233803,-10.8125060660121,-13.0484992155225,-11.7702776766379,-8.71811748169195,-14.079328459939,-11.5767480113376,-8.85378059974338,-6.13537909506573,-12.5423513683969,-9.23005500672285,-10.0766556529318,-6.38111194904505,-5.85243811331162,-6.48740054776708,-8.5331876190485,-8.02617009555221,-11.6065698688831,-8.74086912317238,-9.25951506735389,-11.0032929948987,-9.93542810440318,-10.3616128979665,-11.1996585282251,-11.5816233869464,-10.0167539165406,-11.0378686313878,-11.7584114129783,-14.1504495382398,-9.41595952864559,-9.84559490534813,-10.8894104537579,-11.7165069382705,-12.8182145472422,-9.16665888045027,-10.8288678811139,0.511353204380026,1.05351084219614,1.23064296171652,0.0683784626318071,-0.756703294947979,0.157580119214322,-0.147752866451465,0.603044288913895,0.325093975775573,0.0564618729618225,-0.29036459807745,1.12509234294268,0.349330826800816,-1.66988538937518,-0.883519460368412,-0.675041900673209,-0.555099512808753,-1.00557792288989,-0.898055368115439,0.362654473094923,-0.679508600042467
3,"NO","Lyco","FBF","PAIR","AKE_PAIR","AKE_FBF","Arachnida","Lycosidae","Ground","Lycosidae",-13.1253763234415,-13.0763219118977,-9.7969587295264,-14.4530459718696,-8.80130364162802,-6.84740334658945,-14.8837269149903,-11.0779565100668,-9.69983693102019,-6.00489180975059,-12.1281496385103,-9.54785744981081,-10.225691404877,-6.81040665129566,-5.77013489176604,-6.65232461772716,-9.30699628970818,-9.14078413214405,-12.2711541548594,-9.86778963733338,-9.85609126382765,-11.6362075673857,-9.68475619667201,-12.5957337304692,-11.8978117445838,-11.3416036944245,-10.9415237058255,-10.1496675615252,-12.0859572089311,-13.602068364621,-10.7501457919744,-10.5617245522845,-11.3095438647154,-10.3836906704571,-13.7672417894953,-12.342256935342,-10.9316187689665,-1.39024172593032,-1.20270942210136,-0.0281138991454864,-0.184057947033153,-1.64186980295413,-0.921478728242647,1.59028633274255,0.54608458208016,-1.90356830006888,0.920735332464432,0.87455823621452,0.00204897020935448,0.426122221378367,0.39605163260437,1.03328252219477,-0.281650736430794,1.31743749164071,-0.0668838788095346,-0.202089470780041,-1.01671801097407,-0.714221417310121
3,"RO","Lyco","FOR","FOR","BUG_FOR","BUG_FOR","Arachnida","Lycosidae","Ground","Lycosidae",-11.962566138378,-11.3886060232271,-12.6037248702903,-12.3194903825272,-12.0178538427219,-10.4012307776248,-13.6775385037808,-11.5423755841356,-11.0781137596841,-6.53119874955298,-11.7875942617572,-8.0302998791735,-9.71966882390907,-7.21113831644686,-5.57033753765313,-6.1431578697903,-8.22411314025391,-7.17187477277363,-12.2466408384784,-10.0118268569244,-9.06671374506146,-12.327456814409,-10.4065790046875,-11.311594509028,-13.0588807100589,-11.8793614888697,-10.8781339448275,-11.1077159132325,-11.9459720548203,-14.5177685899072,-10.6966857192341,-11.3865376037975,-11.9179270883986,-11.4899981630991,-12.8750045111843,-11.5540908252791,-10.5090282904715,2.01758638625823,0.0933925352943668,-1.14295562382144,0.673732009387348,0.786974038255153,NA,-0.475001212443367,-0.164292025897419,-0.286946712621218,0.255681676523569,0.66652081453228,0.54377115346471,0.0647112026876302,1.4119894343753,0.153148204611654,1.72266840101502,-0.705991784781748,1.09382270159532,1.97586195493163,1.07263542390056,2.55982224634705
30,"BE","Lyco","UBF","PAIR","ZIJ_PAIR","ZIJ_UBF","Arachnida","Lycosidae","Ground","Lycosidae",-13.5531336434934,-12.3923003293858,-11.928786451877,-12.7318195136942,-13.0801640736292,-8.68128453054882,-14.0151925824477,-11.0556799467981,-10.2464044260794,-6.1837534393127,-11.9831367166144,-9.57360186922998,-10.9186759848922,-7.34759156337129,-5.79900892284633,-5.80945741799342,-9.46270126615645,-9.32422652196429,-12.1832944015574,-8.89972683577956,-9.41947035524652,-11.3446303716072,-9.57450560902747,-8.66645289129709,-11.9878703760492,-9.49651385608592,-10.2537046155777,-10.4995373988179,-11.218534781794,-15.4313224820323,-9.79252216593918,-10.3910698111442,-10.5442147849825,-11.9304566382789,-13.2683475874392,-12.4088877886249,-10.5041465966444,-1.700092957129,2.77748337323773,-1.51373165634618,-1.35632726557828,0.613556433424736,-1.43518313910778,-1.85292246665112,-1.72333499873869,2.09157791613197,-2.70990105932901,-1.02668143184036,-1.63166341080938,-1.84018324427649,-1.57429595503578,-1.15462383135578,-1.33793798608544,-0.665848970827854,-0.968340850495276,-1.16085152621554,-0.288652877980915,-0.295630066050594
30,"SE","Lyco","FBF","PAIR","ALO_PAIR","ALO_FBF","Arachnida","Lycosidae","Ground","Lycosidae",-13.0869811609657,-12.5189055159161,-12.4459795299614,-12.9012185390935,-12.2950263320811,-9.28593306261963,-13.9925387695114,-11.1827562398222,-8.83095929025146,-5.98756110255812,-11.8975212914792,-8.93920775192896,-9.82123327329638,-6.77224773839651,-5.7844814916647,-6.70736821330208,-8.40638707717084,-7.8529228574209,-11.9176926012087,-9.30898583426053,-9.18152786885531,-10.9378253758486,-9.86769990429462,-9.9190108937939,-11.6860674275587,-11.6822806803466,-10.1170131635371,-11.1480747628881,-12.389031253293,-14.5193866611738,-8.22209824907269,-9.10004891823853,-10.1391105257937,-10.6036647139976,-12.215185523453,-8.9859816628343,-10.7013365421497,0.811758965816213,1.50169654908151,0.0805777471686731,0.501392834609582,-1.31033224335077,1.99529852862971,-0.354796857044507,1.20840909842608,0.249581031541802,-1.73167710187071,-1.27973142023994,-1.50781265382434,-1.47341882293114,-1.9215369257739,-1.91018224738892,-1.32627527520699,-1.4268100695317,-1.00557792288989,-1.04367005911449,0.245166744944122,-0.703785390203183
31,"NO","Lyco","FOR","FOR","MAE_FOR","MAE_FOR","Arachnida","Lycosidae","Ground","Lycosidae",-11.5488471234802,-11.3058634271005,-10.0824293360723,-13.1277641324353,-11.4250702338552,-7.2225309004263,-14.5183310385766,-11.0026356533595,-8.99558856874238,-5.94225981661738,-11.773297691797,-9.36559143809346,-10.5921993769785,-6.93042861469776,-5.85301764440297,-6.43242745225339,-9.32110045726434,-8.41877119762838,-12.0646877681382,-9.42371327689977,-9.33820551467503,-10.8031706348831,-9.58880085051566,-11.1212387382854,-11.5738868914235,-11.3419702052733,-10.6641589429293,-10.1119272939723,-11.9038777632228,-14.1659701694878,-9.44097323351339,-9.84293845513258,-10.9255507365914,-11.6266282276344,-13.2738663763508,-12.0213177520006,-10.7499598327086,-0.163417776791693,0.285647020787647,-0.36678655668715,-0.804309837310284,0.968211252882934,-1.47275741114891,-0.844741818905027,0.569748595917971,0.790074493025692,0.872002794040346,0.523004742090825,0.0529202191951721,0.296239683458296,0.226751628490251,0.909320259449104,-0.00918754670310268,1.17285082563694,-0.0169855080230278,-0.261794604515078,0.538449857013433,0.216215098474726
32,"BE","Lyco","UBF","PAIR","KOU_PAIR","KOU_UBF","Arachnida","Lycosidae","Ground","Lycosidae",-12.4770547884204,-12.6094345705316,-12.0932270369296,-13.3196662927444,-12.5490044893015,-9.64501434180445,-14.4241506708494,-12.0849692665465,-11.0112192843258,-6.1987095802927,-12.5026294718626,-10.1397607107532,-10.6822500212648,-6.89341522257499,-5.76653637490391,-5.74624794901915,-9.82411801744604,-9.35598289306004,-12.2077012690056,-10.1890065074362,-9.90011927276639,-10.9647515991065,-9.79615045273167,-12.4292644375247,-11.8601865895644,-11.089541781561,-10.7783235495662,-10.9860215520698,-12.3149211558995,-15.2031438790801,-10.4272433304729,-10.3736013353913,-11.4387171151979,-12.7584366622914,-13.1378722754857,-13.6525422465412,-10.4492983239394,-1.75367823848659,-1.03474263900104,-0.262835883700524,-0.956609564363226,0.530563762992481,-1.43003184125886,-2.34472293592619,-1.45523976213855,2.69988893788611,-0.317122170906593,-3.00506192816305,-3.08249423318033,-1.80561253354047,-2.13414659756455,-1.77798668239933,-1.55194140171325,-1.30615275092796,-0.99563144224183,-1.50159166396782,-0.67183746586718,-0.503889607545135
32,"NO","Lyco","UBF","PAIR","MAE_PAIR","MAE_UBF","Arachnida","Lycosidae","Ground","Lycosidae",-10.5921426704662,-11.7193731165021,-8.99922438888398,-13.2641620995864,-12.4286559700693,-7.31361047335578,-15.0365334653772,-10.9434537263458,-9.921276856418,-6.00749556817185,-12.104496056235,-9.30794548188605,-10.4782366726591,-6.79546537573773,-5.81121616175057,-6.40503096396871,-9.33384318808169,-8.76977371836402,-12.3073540329882,-9.48928093453261,-9.32753080414412,-10.587463952068,-9.66347573276967,-11.4429810875138,-11.474964560705,-11.235175180799,-10.6196008933894,-10.2870858162114,-12.0636104164963,-14.3414867332103,-9.77143353319863,-9.83886482135365,-10.755863835044,-12.0243856508139,-12.9109111150186,-11.7067326560776,-10.6461971592919,-0.761567896194067,-0.0392781178739715,0.0143830273005824,-0.611518978419381,0.066884179385825,0.607567689398664,-1.15617295505419,0.461547284281403,0.772928677812981,0.8803162324448,0.485662243201371,0.107727995196991,-0.0643681615327947,0.597062781412166,0.919495573571886,-0.403265764418249,0.538079455315522,0.831348847976302,0.10157691610421,-0.125823506347672,0.661104040751758
33,"NO","Lyco","FBF","PAIR","MAE_PAIR","MAE_FBF","Arachnida","Lycosidae","Ground","Lycosidae",-11.9502735706805,-11.7388749386749,-9.81889142722549,-13.4846934027356,-11.7803687417587,-7.24860426646423,-16.4147526804107,-11.7065628240284,-9.34442020179062,-6.08473940228974,-12.170367159775,-9.57909330287485,-11.3478020402178,-6.53874971585954,-5.80235051048812,-6.55563244713225,-9.03485265488205,-7.94293917197719,-11.5626899942222,-9.35093114119198,-9.44852241950142,-11.0128597463954,-10.2685767741735,-11.1820485540839,-12.2003426064622,-10.6933499651488,-11.0433062977324,-11.3265418106748,-12.968142790829,-14.4631010111484,-10.1092338519626,-10.3853164675005,-11.353309894658,-12.0763721119856,-13.7039550985608,-12.5418894427246,-11.1125412591345,0.65543581779354,0.224225283673496,0.758290350782482,-2.08142626649922,-0.396086535781816,-0.210020167944056,-0.28453730085708,1.20859049859668,0.848581729860816,0.797410507800738,0.734799867607508,0.400247989937393,0.338807000907915,0.767153599548392,0.883186074139995,-0.496092617650551,0.322853642734168,1.37987822021586,-0.384155054606191,2.29778865042163,-0.66568368650992
35,"NO","Lyco","UBF","PAIR","SAN_PAIR","SAN_UBF","Arachnida","Lycosidae","Ground","Lycosidae",-12.7410758483338,-11.3391108299024,-12.2609676967541,-12.792141782644,-13.2613682927629,-9.19741429160906,-13.9318958768878,-10.4943259547279,-10.367963393382,-6.02808082007188,-11.6440590925216,-8.9893721070682,-10.3629909407672,-6.96896746310225,-5.56011353567861,-6.38446407607603,-9.0704625407469,-8.76610068602974,-11.9311268037973,-8.91268090898709,-9.33103694313672,-11.2424932851427,-10.1032514772925,-12.3525004663959,-11.4863344987845,-10.7680702797687,-11.8462203222264,-10.6740051650016,-12.0236453604992,-13.5288750469945,-10.0468648033914,-9.89500776158719,-10.5949628045872,-12.1732187328407,-13.0837004119378,-11.281818855671,-10.7972263668742,-0.755327811332411,-0.957284504090218,-0.474584369123174,-0.416495089510491,1.04525240376451,-0.305723215830418,0.576375036360884,-0.57906744097675,-0.00552704264456049,0.315984578112634,0.444676614763674,0.359004083135809,0.642677313817514,0.510945182199769,0.738060830169215,0.0721943660267144,0.719923338957028,0.570849938683664,-0.689920112621867,-0.285241372932491,1.46183455801295
36,"NO","Lyco","FBF","PAIR","SAN_PAIR","SAN_FBF","Arachnida","Lycosidae","Ground","Lycosidae",-12.1751463776285,-11.4023634357791,-10.9852000517891,-13.5809128620346,-13.0367219230179,-8.13924010525839,-14.3904899725328,-10.6943784833586,-9.75136783250653,-5.97439175939222,-11.9745211929629,-9.10439287055537,-10.5833056978185,-7.00771915168389,-5.72069036496768,-6.29435643287298,-9.08566746162971,-8.48497548143027,-12.1794045457917,-9.40080876590626,-9.15479734116322,-10.618192282017,-9.70744739901629,-11.8229580626192,-11.4921471640331,-10.8476371362611,-10.7419421358688,-9.81250876174808,-11.3328395117824,-13.7441174851433,-9.80727094241166,-9.87943512974509,-10.682258133667,-12.0247637930269,-13.1362038487348,-11.2976738360177,-10.7230352387486,-0.276550292162232,-0.422872191580485,-0.582548200400121,-0.789266441428334,0.357511215287488,-0.963263793112228,0.367708535771932,0.323450560583001,0.0218321663465786,0.889019579335217,0.720462698676951,0.524303404635015,0.192116382146977,0.860442504381063,0.845530677578114,-0.651993965684343,0.171749649956907,1.35089533162762,0.0758998114862325,0.431165767385249,-0.667299816521467
4,"RO","Lyco","FOR","FOR","BRI_FOR","BRI_FOR","Arachnida","Lycosidae","Ground","Lycosidae",-13.0386590280214,-12.6072840849944,-11.9477079444354,-13.1126703864646,-12.6608797938858,-9.72698383535083,-14.009383230224,-11.8323869824801,-10.569975131532,-6.52288509683223,-12.6560921819791,-8.87252028042422,-10.2275605234822,-6.70184184727175,-5.3473906721134,-6.48580409459282,-8.78809138427797,-8.11823841626619,-12.3065024816891,-9.9024039416389,-9.474352059997,-12.1085836912627,-10.0800639693165,-11.7831539649687,-12.4335323144367,-13.4475096986974,-11.1952666580644,-10.970615398529,-13.4439098298393,-13.7848143367467,-10.6640198444411,-11.3024524743104,-11.6184385084277,-12.2042826982071,-12.4995723675716,-11.6495415442369,-10.9851439694703,0.352437306500353,-0.382694922033955,0.282536429277613,-0.187222952072885,0.614389204448051,1.17272835081255,0.43427447407016,-0.357491355290133,-0.296441638180059,0.227746402651974,0.519232252571799,0.537843599136014,-0.137379760653506,1.14414066578959,0.123059910722282,1.74322472474398,-0.792452108052625,1.05989913590416,1.93411697021131,0.446756411045727,2.12951580134364
5,"NO","Lyco","FOR","FOR","ALN_FOR","ALN_FOR","Arachnida","Lycosidae","Ground","Lycosidae",-13.2685738780196,-12.0915375502774,-12.4562445226736,-13.5663884252448,-12.7639807928486,-8.90874737974389,-14.9583054296511,-11.2119473343295,-8.71510577150627,-5.83984757126893,-11.9917150911206,-9.65931261944818,-10.7460692665467,-6.5601089221346,-5.78752243534147,-6.61748593251054,-8.64893083473879,-8.47663757127226,-11.7833653808713,-8.85906097798133,-9.22851940318989,-11.2023500738346,-9.73720068198348,-12.6402386411764,-11.7237160260707,-11.4434055272572,-10.9488513645984,-10.2966301190921,-12.2289919475529,-14.908181633871,-10.9229644973952,-10.4656592907574,-11.0728762227436,-13.0034995816645,-14.3817923311167,-11.8385835355692,-10.8488198544056,-0.262310965694599,-1.24761302465087,0.695293768223701,-1.0645258956398,-1.5929160432059,-0.152501025801236,-0.369200984013084,0.96806105091887,-0.898677100593906,0.518902504601565,0.549343994643356,0.211460948667355,0.336850967222896,0.183052822000932,0.862362475171348,0.198418743903677,1.04828144303628,-0.126971139738239,-0.114149124989423,0.675638215965107,-0.714221417310121
5,"RO","Lyco","FOR","FOR","BRA_FOR","BRA_FOR","Arachnida","Lycosidae","Ground","Lycosidae",-12.417869733794,-12.333004857205,-12.2151470331103,-12.1501795905734,-12.150513771877,-9.81884479558794,-13.522575967837,-12.080226735619,-11.4587580016804,-6.69570562895883,-12.3902760985649,-8.54710590817822,-9.99765226314748,-6.66837400156343,-5.45197817988655,-6.21710434371947,-8.52362158225898,-7.83173801905186,-11.7309938904844,-9.95548562112874,-9.2447952454719,-12.6320072478807,-10.2144551904129,-11.789615779887,-13.1136191230429,-12.3274733112924,-10.9596924836085,-10.7872903363376,-12.9800469149155,-13.5959098001945,-11.5451273846902,-11.8389575253272,-12.6782820763247,-12.193157968186,-14.2149525359624,-12.359661259949,-10.6761094123581,0.848628761278931,-0.389217398803132,0.379221906382992,0.202256608060997,0.616942502441548,1.09235854257783,0.43679968689754,-0.458215511523141,-0.423914504123523,0.0249236408793816,0.259413997926883,0.379618851107897,-0.179621038133229,1.2110103690062,0.28606129034811,1.18602789475092,-0.627595736631208,1.23827715181821,1.65972728255544,0.527490865571817,0.362258616771017
6,"RO","Lyco","FOR","FOR","VLA_FOR","VLA_FOR","Arachnida","Lycosidae","Ground","Lycosidae",-13.1796183171206,-12.0194459432278,-12.747807260124,-12.4523752170079,-12.1065533659589,-9.59060157248181,-14.6362867518727,-11.8965505979783,-10.6390756805674,-6.60904277479343,-12.3150904177851,-8.71915033458225,-10.3988263470984,-6.61839598170103,-5.45703495098179,-6.32099395884769,-8.65673616374421,-7.73500803686351,-12.7950451239476,-9.91464430315892,-9.17650684238204,-12.4526309929592,-10.1195081918291,-10.9324994400919,-12.9094027898181,-12.2194022778754,-10.9425912538759,-10.8016602016514,-13.0200534307461,-14.2454509175759,-10.5857543253105,-10.9676200255391,-11.5044668054133,-12.5317597103615,-13.8297955554879,-12.3536618031484,-10.8099985316846,1.01739382757543,0.476322047934432,0.524478920761406,-0.477144519615021,0.171506067866839,-0.17353858091614,-0.625796889141149,0.489479965090795,-0.0530765095678953,-0.474036820880187,0.0851695754112896,-0.0178026775031398,-0.833770454802784,0.180988201933928,-0.441188961320113,-0.705216850607021,-1.2228202928759,0.641951947413272,0.944098684760738,1.23884786936733,0.727576336019431
6,"SE","Lyco","FOR","FOR","DAL_FOR","DAL_FOR","Arachnida","Lycosidae","Ground","Lycosidae",-12.0793495054065,-10.96406608215,-12.4171392140457,-12.7420636918275,-13.0627639605708,-11.7008960543721,-14.167351395801,-12.0353271631829,-12.1297923276725,-7.10040578929421,-12.9713016384812,-8.23938238892691,-7.99512138651728,-6.27776365421191,-5.96663417028586,-5.90013874361358,-8.31152234442217,-7.7897117850514,-8.31684263115485,-9.19774162988027,-8.83081362278799,-10.5097381252436,-10.4855962940653,-12.8857956893384,-12.3621516124369,-12.6576075408774,-10.4398978243745,-10.8604155714138,-12.3825969517236,-13.0681641881214,-12.5527732445292,-11.9676875621067,-12.319763361855,-12.1995718994624,-13.8263649984678,-10.3130358459035,-10.2999232173257,0.921865951303122,-1.49535906586829,1.54840209892797,3.63067171654894,-1.97567555011579,-0.990473474261956,-1.33529506619194,1.36221508723662,-1.66089240198289,0.407922698279224,0.517424566645534,0.536552258836908,1.72865128262252,-0.140756649647014,-0.502009002791694,2.82806805806853,1.36768629539635,-1.00557792288989,0.0667134626504399,-2.27340696954284,-0.713635880476086
7,"RO","Lyco","UBF","PAIR","ARG_PAIR","ARG_UBF","Arachnida","Lycosidae","Ground","Lycosidae",-13.1637155041366,-12.1403402732939,-11.8434770149387,-12.3479829764756,-12.6871708715809,-9.26913588046022,-14.1746427197465,-12.654687723276,-11.0073949834394,-7.01569519764324,-12.8651716848699,-9.15869245371106,-10.4751527745193,-6.28025622920672,-5.24681622039328,-6.63586777636747,-9.528510132525,-8.72094758737546,-11.3136554608093,-10.77401738012,-10.0056401579346,-12.6701620598065,-10.6268462522162,-12.8287652391434,-14.0232840231611,-13.4640598524067,-11.5910171084784,-11.1650207986882,-13.0003242707258,-14.8170142760961,-11.4300190701126,-11.6761235234645,-12.8477379985687,-13.1217795065004,-13.9340058893415,-12.1278688893797,-11.4356994365071,-0.678587790474388,-1.437821731015,1.54065345609033,-0.606301121488494,0.79628085145629,NA,0.75542538800771,-0.90700812284153,0.840339633132152,0.892327270748166,0.902222775752717,0.171132778011467,0.489714094744881,0.84837843060467,1.16756325882323,-0.87376429597937,0.667373947829997,1.45762071506701,-0.847738772803407,-0.0604751617059673,0.549501657074014
7,"SE","Lyco","FOR","FOR","GRA_FOR","GRA_FOR","Arachnida","Lycosidae","Ground","Lycosidae",-10.0084837188833,-11.9754111987989,-9.99477635998697,-13.5550000027336,-12.4218955900208,-9.11347484311496,-15.6759011560048,-11.5845920070875,-10.496126246372,-6.62903850770254,-12.6706375058759,-9.23673779811265,-8.05566596447289,-6.18852263346166,-5.68185298052409,-6.70957769444106,-8.62802568492841,-8.29782317686321,-9.01728486795186,-8.7726474327469,-8.66329092434598,-10.1670766522464,-9.53338836474738,-9.89986228277557,-11.3177536152744,-11.3123547311271,-9.64528176297602,-10.3932196258668,-12.0417913075661,-14.1799557989465,-10.3497901371029,-10.8268725102176,-11.4695724668809,-11.9813629414267,-13.6896162150848,-9.30809090978957,-10.5416376412511,0.0437040142144989,1.5211058731821,1.82885854677478,3.52509928575294,-1.42172872452966,-0.70649570677263,-0.641333771660181,1.14776332307656,-1.90665754177479,0.565863251119952,0.380558650022571,0.563148678637192,1.11468206841852,-0.0751749395879338,-0.450454010483176,2.02568838103304,1.01493428075185,-1.00557792288989,0.70032531092081,-2.91271079275061,-0.706837547712467
8,"RO","Lyco","FBF","PAIR","ARG_PAIR","ARG_FBF","Arachnida","Lycosidae","Ground","Lycosidae",-13.1270578734453,-11.6322179947635,-12.904451808336,-11.8001217005519,-12.3183803529755,-9.76031167638276,-13.9836166957456,-12.0208612360698,-11.678165004073,-6.64439272954131,-12.2833083979828,-8.40651454938623,-9.90265560283382,-6.71778465463477,-5.55264633418599,-5.99739090051572,-8.80553154844102,-8.00506782126833,-12.4233940409979,-10.207281972484,-9.50673105718069,-9.91333440288826,-10.5177129742935,-11.9640632044945,-14.3789070241089,-13.0425748665746,-11.5850002508276,-11.3611547084392,-12.6234934706851,-13.3305301832476,-11.434735611864,-11.6925291463549,-12.2064130483707,-12.5299917129685,-12.2134140058804,-12.8287627031585,-10.4404939834239,0.547844418816249,-0.565291167606723,0.236637545321745,0.363300523485768,0.462682612320989,-0.821689146826729,1.0677757854718,-0.500649455224972,0.965514698863007,0.928234573495689,0.920094946718562,-0.0806178724386745,0.720681469153373,0.253602340474744,1.11209845526091,-0.596644502881129,0.987048341854183,0.874070831048972,-0.505448422379079,0.144186154847069,2.05547659263352
8,"SE","Lyco","FOR","FOR","LAF_FOR","LAF_FOR","Arachnida","Lycosidae","Ground","Lycosidae",-11.3596509304482,-11.1643388805697,-11.5750233287566,-13.3682019450443,-12.3594461716914,-8.76398570480304,-14.828919596674,-12.1586737122516,-9.12669355499405,-6.35912962516031,-12.7092876101634,-9.24698656298128,-9.26667666614933,-6.41618952439575,-5.62279306615191,-6.7272380331813,-8.87770373009774,-8.38065663308999,-10.2346366418873,-8.81084535346139,-7.98346208436549,-10.0085082167535,-9.54084358486073,-13.4805355276568,-10.8848795788093,-10.1431067602107,-9.71190798445968,-10.9098710575583,-12.2461006854712,-13.8279821206645,-11.3208459449984,-10.7531716006031,-11.5855343596042,-12.6205068352868,-14.1655589555837,-9.15016077914723,-10.487139896802,-1.29186175708198,-1.96103133070239,-0.780511261541991,1.59062044981638,0.236455323727979,-0.710106230847118,0.00559439778006066,1.48208982625242,-0.539564933826262,-1.1591075882614,-0.503976278422259,-0.311015328293404,-1.02488462445075,-1.18876763860388,-0.753276472731406,0.093099120795928,-0.665047970784787,-0.92679720187062,-0.0403271058185095,-1.30099146060433,-0.642692813361831
8,"SE","Lyco","FOR","FOR","LAF_FOR","LAF_FOR","Arachnida","Lycosidae","Ground","Lycosidae",-13.4920592469901,-12.0862711787041,-11.4145144777212,-13.9312231048384,-12.7139562387273,-9.45912580969933,-15.5309393169699,-12.2480780288786,-9.97411029821762,-6.50737326034657,-12.8891433135936,-9.33907395141004,-8.10730062785322,-6.35941775236869,-5.54814774671184,-6.77909599714314,-8.90305971847176,-8.39683512512427,-9.2852948895216,-8.88341580709237,-8.17916583815983,-10.2081690972761,-9.79214936273268,-12.2621313717664,-11.5018746905682,-10.9838086047608,-10.0947183435833,-11.2434927258284,-12.7760723003369,-14.720249413872,-11.3834079509913,-10.9864095074129,-11.9470562305026,-12.690861556112,-14.3593881219556,-9.15262042711375,-10.6419851743656,-1.29186175708198,-1.96103133070239,-0.780511261541991,1.59062044981638,0.236455323727979,-0.710106230847118,0.00559439778006066,1.48208982625242,-0.539564933826262,-1.1591075882614,-0.503976278422259,-0.311015328293404,-1.02488462445075,-1.18876763860388,-0.753276472731406,0.093099120795928,-0.665047970784787,-0.92679720187062,-0.0403271058185095,-2.98039565194379,-0.642692813361831
9,"RO","Lyco","UBF","PAIR","BRI_PAIR","BRI_UBF","Arachnida","Lycosidae","Ground","Lycosidae",-11.775479927967,-12.0843410774494,-11.4716078327632,-12.5137578630395,-12.8725148140555,-10.0558142333996,-13.1457537059805,-11.0251767439846,-10.472491175329,-6.44566842239843,-11.9183391783144,-8.45331042380035,-10.1647093089846,-6.93889782891732,-5.54341840509855,-6.10637290814973,-8.62748495993523,-7.76785624807873,-13.595869524348,-10.1608682765407,-9.14892046078054,-12.0725013610184,-10.242293867239,-11.3780354761222,-12.5296285893902,-12.2024583882657,-10.9470750434032,-10.6808717935061,-13.0600076195637,-14.0278227022294,-10.6000096813344,-11.2253055266953,-11.3136083442698,-11.8609495313107,-12.6522490424936,-11.8320661841786,-10.5489563059069,0.960004254046866,0.0262997503918453,-0.390513495184855,-0.0807841833465095,0.63710746171468,NA,0.645301225847545,-1.11104140760559,-0.288396127002481,1.03923916209331,0.869763882850481,0.573029697725976,0.688057543907578,1.22241919067325,1.08046009252097,-0.577352937725869,0.178707757355549,1.849701717201,-0.501240939394519,0.857423103200499,1.85760737119974
9,"SE","Lyco","FOR","FOR","FIB_FOR","FIB_FOR","Arachnida","Lycosidae","Ground","Lycosidae",-13.3220082287602,-12.4713214491971,-12.275327174312,-13.4262601859303,-12.0435344955527,-9.19702040919862,-14.8691107444274,-11.2650089894752,-9.33369495586745,-6.28040132245273,-12.4393324258806,-9.02789935349236,-9.31774242092074,-6.73602964964682,-5.56871347501104,-6.45824082549546,-9.03927187764006,-8.30080988565151,-10.4281714157319,-9.09762470463115,-9.37782146889436,-10.5415524144908,-9.29712380188591,-10.5520534209535,-11.5806335217954,-11.8678169561252,-9.91133262446032,-10.1084410700933,-11.9176971928991,-14.0254770812345,-9.60351294123965,-10.1916395819616,-10.7634718231031,-11.6315249544867,-13.3560629589848,-9.09440113108328,-10.0194345293897,0.0385820006032706,0.860878150656157,0.184232588641553,1.35688359397373,-1.21196318295477,-0.977976874163812,-1.75711918907679,1.31890394158733,-1.70482564265074,-0.304395488161695,-0.0276688053486321,0.232625779656918,0.574964739329252,-0.51455284350433,-0.693616173828009,1.96045031784012,0.476896003447609,-0.987273618092556,0.430919518703759,-1.11396954048403,-0.711777556682421
