Genus_family,Country,Taxa_code,Type_1,Type_2,Site_block,Site_no,Site_name,Group,Mode,Lowest_level,Tribe,Ratio_DHA_LNA,Ratio_EPA_LNA,Ratio_EPA_ALA,EPA_perc,DHA_perc,LNA_perc,ALA_perc,chl_a_m2_day,Riparian_PC1,Catchment_PC1
Linyphiidae,SE,Liny,FBF,PAIR,BUR_PAIR,C0369,BUR_FBF,Arachnida,Web,Linyphiidae,NA,0.005440546,0.120908798,6.381775879,1.844061058,0.082977406,15.25166978,0.288957352,0.389525794,0.847247993,-0.38928664
Linyphiidae,SE,Liny,FBF,PAIR,HAG_PAIR,C0373,HAG_FBF,Arachnida,Web,Linyphiidae,NA,0.00222449,0.039867722,1.193015826,0.726994239,0.040563919,18.23515853,0.609375185,0.877196502,0.76680004,-0.22663997
Linyphiidae,SE,Liny,FBF,PAIR,LAN_PAIR,C0377,LAN_FBF,Arachnida,Web,Linyphiidae,NA,0.002776906,0.090407662,1.461485487,1.464558748,0.044984481,16.19949813,1.002102834,0.341409188,0.804361738,-1.024805776
Lycosidae,RO,Lyco,UBF,PAIR,SLA_PAIR,13,SLA_UBF,Arachnida,Ground,Lycosidae,NA,0.001469293,0.258996364,8.250977077,3.956189064,0.02244356,15.27507568,0.479481282,NA,-1.10646126,0.57162582
Lycosidae,BE,Lyco,FOR,FOR,DOR_LDS,1,DOR_LDS,Arachnida,Ground,Lycosidae,NA,0.004573563,0.102048485,3.456496214,1.003863444,0.044990703,9.83712248,0.290428047,0.029861111,-0.145447286,0.309111316
Lycosidae,BE,Lyco,FOR,FOR,VER_LDS,2,VER_LDS,Arachnida,Ground,Lycosidae,NA,0.047609003,0.102708551,3.90177948,0.989458786,0.458648732,9.633655417,0.253591673,0.02125,-0.437025334,0.228020307
Lycosidae,BE,Lyco,UBF,PAIR,KOU_PAIR,32,KOU_UBF,Arachnida,Ground,Lycosidae,NA,0.003946843,0.085294937,3.766716374,0.864391953,0.03999791,10.13415316,0.229481561,0.012222222,-0.875981994,0.956547
Lycosidae,RO,Lyco,UBF,PAIR,STR_PAIR,21,STR_UBF,Arachnida,Ground,Lycosidae,NA,0.001025223,0.09864186,5.551929617,1.877764721,0.019516343,19.0361852,0.338218394,0.523472222,-0.946559717,0.505179978
Lycosidae,NO,Lyco,FBF,PAIR,AKE_PAIR,3,AKE_FBF,Arachnida,Ground,Lycosidae,NA,0.003075681,0.097355793,2.958955404,1.071917437,0.033864204,11.01030974,0.362262113,0.16969697,0.326343024,-1.210160765
Lycosidae,NO,Lyco,FBF,PAIR,HMI_PAIR,26,HMI_FBF,Arachnida,Ground,Lycosidae,NA,0.010092988,0.357368505,17.49358233,4.919387419,0.138935908,13.76558748,0.281210979,0.504706101,0.51157106,-0.131497844
Lycosidae,NO,Lyco,FBF,PAIR,MAE_PAIR,33,MAE_FBF,Arachnida,Ground,Lycosidae,NA,0.009639679,0.245833868,30.09983125,3.550349687,0.139216904,14.44206899,0.117952478,0.431944444,0.724353192,0.168271254
Lycosidae,NO,Lyco,FBF,PAIR,SAN_PAIR,36,SAN_FBF,Arachnida,Ground,Lycosidae,NA,0.00811256,0.228422477,8.151068512,2.065058104,0.073341767,9.040520583,0.253348147,0.155882353,0.192592363,-0.228863127
Lycosidae,NO,Lyco,FOR,FOR,AKE_FOR,1,AKE_FOR,Arachnida,Ground,Lycosidae,NA,0.00624658,0.242812885,10.27631114,2.357259295,0.060642621,9.708130996,0.229387692,0.207834758,0.713646671,-1.554220999
Lycosidae,NO,Lyco,FOR,FOR,ALN_FOR,5,ALN_FOR,Arachnida,Ground,Lycosidae,NA,0.002291111,0.14729437,9.672095322,2.082344754,0.032390131,14.13730035,0.215294069,0.455555556,0.579851591,-0.668275741
Lycosidae,NO,Lyco,FOR,FOR,HMI_FOR,24,HMI_FOR,Arachnida,Ground,Lycosidae,NA,0.020500246,0.393023307,5.935451523,3.483445268,0.181697833,8.863202778,0.586887999,0.23938172,0.513117856,-0.474661194
Lycosidae,NO,Lyco,FOR,FOR,HSK_FOR,20,HSK_FOR,Arachnida,Ground,Lycosidae,NA,0.02487045,0.179600147,2.054585628,0.61926511,0.085753837,3.448021172,0.301406328,0.235740741,0.437613336,-0.940741294
Lycosidae,NO,Lyco,FOR,FOR,MAE_FOR,31,MAE_FOR,Arachnida,Ground,Lycosidae,NA,0.01514859,0.225917331,8.786642133,2.206369739,0.147945227,9.766270399,0.251104996,0,0.340559528,0.145618966
Lycosidae,NO,Lyco,FOR,FOR,FRO_FOR,13,FRO_FOR2,Arachnida,Ground,Lycosidae,NA,0.008156831,0.379558266,10.2333716,3.762633072,0.080860213,9.913189637,0.367682639,0.023611111,0.56646764,-0.75413886
Lycosidae,NO,Lyco,UBF,PAIR,AKE_PAIR,2,AKE_UBF,Arachnida,Ground,Lycosidae,NA,0.00317995,0.184911402,13.50201664,4.328854779,0.074443995,23.41042641,0.320608017,0.913762626,-0.151656234,-1.295406425
Lycosidae,NO,Lyco,UBF,PAIR,HMI_PAIR,25,HMI_UBF,Arachnida,Ground,Lycosidae,NA,0.019179075,0.375552871,13.8806299,3.290328995,0.168033511,8.76129368,0.237044646,0.750130208,0.329945952,-0.334891603
Lycosidae,NO,Lyco,UBF,PAIR,HSK_PAIR,21,HSK_UBF,Arachnida,Ground,Lycosidae,NA,0.026614385,0.215684235,7.553955552,1.443444415,0.178114015,6.692396475,0.191084579,0.752822581,0.230552574,-0.529001972
Lycosidae,NO,Lyco,UBF,PAIR,MAE_PAIR,32,MAE_UBF,Arachnida,Ground,Lycosidae,NA,0.009596007,0.138991086,5.519767554,1.553345989,0.107243703,11.17586771,0.281415109,0.806691919,0.275556,0.130885178
Lycosidae,NO,Lyco,UBF,PAIR,SAN_PAIR,35,SAN_UBF,Arachnida,Ground,Lycosidae,NA,0.00459587,0.165903504,4.937039775,1.559061079,0.043189217,9.397396918,0.315788641,0.393504902,-0.349608593,-0.241922354
Lycosidae,RO,Lyco,UBF,PAIR,POA_PAIR,23,POA_UBF,Arachnida,Ground,Lycosidae,NA,0.060471434,0.411718951,7.710761952,3.879118938,0.569747597,9.421764349,0.503078549,0.827361111,-0.766247345,0.493372607
Lycosidae,RO,Lyco,UBF,PAIR,POT_PAIR,19,POT_UBF,Arachnida,Ground,Lycosidae,NA,0.030655301,0.494584377,11.27538531,5.257726946,0.32588414,10.6305965,0.46630131,0.935416667,-0.993098776,0.650016217
Lycosidae,SE,Lyco,FBF,PAIR,ALO_PAIR,C0379,ALO_FBF,Arachnida,Ground,Lycosidae,NA,0.043038168,0.339622968,7.156178876,3.884634795,0.492274028,11.43808036,0.542836458,1.680679012,0.724244213,-0.261060359
Lycosidae,SE,Lyco,FBF,PAIR,BUR_PAIR,C0369,BUR_FBF,Arachnida,Ground,Lycosidae,NA,0.046902392,0.34859756,7.545350395,3.38351931,0.455238842,9.706090048,0.448424411,0.389525794,0.847247993,-0.38928664
Lycosidae,SE,Lyco,FBF,PAIR,JUM_PAIR,C0365,JUM_FBF,Arachnida,Ground,Lycosidae,NA,0.038787987,0.217209825,2.842649243,1.405121776,0.250917958,6.468960497,0.49430009,1.044130342,0.482155003,-0.7584833
Lycosidae,SE,Lyco,FBF,PAIR,NAR_PAIR,C0375,NAR_FBF,Arachnida,Ground,Lycosidae,NA,0.01085508,0.211826845,6.238569779,2.637987976,0.135183861,12.45351117,0.422851402,0.757727183,0.797823487,-0.432799748
Lycosidae,SE,Lyco,FBF,PAIR,ORS_PAIR,C0361,ORS_FBF,Arachnida,Ground,Lycosidae,NA,0.049442966,0.278972005,5.500684932,3.297939669,0.584502804,11.82175849,0.59955073,0.777156085,0.524192165,-0.392015317
Lycosidae,SE,Lyco,FBF,PAIR,SKA_PAIR,C0371,SKA_FBF,Arachnida,Ground,Lycosidae,NA,0.023230845,0.318019587,5.319692944,3.058311259,0.223404968,9.616738668,0.574903719,0.919792659,0.976079032,-0.359094805
Lycosidae,SE,Lyco,FOR,FOR,DAL_FOR,C0355,DAL_FOR,Arachnida,Ground,Lycosidae,NA,0.001352016,0.220802601,1.227933606,4.138008777,0.025337802,18.74076098,3.369896188,0.146974359,0.816645422,-1.232470567
Lycosidae,SE,Lyco,FOR,FOR,FIB_FOR,C0358,FIB_FOR,Arachnida,Ground,Lycosidae,NA,0.022040728,0.209330304,2.764263026,2.48253993,0.261390665,11.85943881,0.898083832,0.15105698,0.790625614,-1.291644448
Lycosidae,SE,Lyco,FOR,FOR,GRA_FOR,C0356,GRA_FOR,Arachnida,Ground,Lycosidae,NA,0.024493706,0.121541584,0.784986318,2.489963789,0.501790744,20.48651747,3.17198368,0.243426282,0.687810372,-1.409774173
Lycosidae,SE,Lyco,FOR,FOR,LAF_FOR,C0357,LAF_FOR,Arachnida,Ground,Lycosidae,NA,0.001897164,0.134966642,1.10286171,1.136114922,0.015969843,8.417746097,1.030151751,0.242150463,0.888661933,-0.602791284
Lycosidae,SE,Lyco,FOR,FOR,LAF_FOR,C0357,LAF_FOR,Arachnida,Ground,Lycosidae,NA,0.001897164,0.134966642,1.10286171,1.136114922,0.015969843,8.417746097,1.030151751,0.242150463,0.888661933,-0.602791284
Lycosidae,SE,Lyco,FOR,FOR,OVE_FOR,C0359,OVE_FOR,Arachnida,Ground,Lycosidae,NA,0.003648094,0.15166551,1.141338325,2.561551544,0.061614409,16.88947962,2.244340252,0.248784722,0.948596033,-0.772665362
Lycosidae,SE,Lyco,UBF,PAIR,ALO_PAIR,C0378,ALO_UBF,Arachnida,Ground,Lycosidae,NA,0.018707313,0.193264979,7.769461541,3.266906564,0.316224097,16.90376902,0.420480434,0.589711934,0.360562405,-0.232031731
Lycosidae,SE,Lyco,UBF,PAIR,BUR_PAIR,C0368,BUR_UBF,Arachnida,Ground,Lycosidae,NA,0.014902934,0.238881809,9.315032473,1.449003789,0.090397876,6.065777035,0.15555542,0.770521825,0.138052584,-0.392930297
Lycosidae,SE,Lyco,UBF,PAIR,BUR_PAIR,C0368,BUR_UBF,Arachnida,Ground,Lycosidae,NA,0.014902934,0.238881809,9.315032473,1.449003789,0.090397876,6.065777035,0.15555542,0.770521825,0.138052584,-0.392930297
Lycosidae,SE,Lyco,UBF,PAIR,HAG_PAIR,C0372,HAG_UBF,Arachnida,Ground,Lycosidae,NA,0.020997234,0.128025726,2.793902304,0.918601177,0.150657877,7.175129606,0.328787866,1.130772634,-0.190684749,-0.210887416
Lycosidae,SE,Lyco,UBF,PAIR,JUM_PAIR,C0364,JUM_UBF,Arachnida,Ground,Lycosidae,NA,0.012257504,0.159775064,5.241637965,1.897929168,0.14560391,11.87875705,0.362087039,1.147726852,0.093721262,-0.828688721
Lycosidae,SE,Lyco,UBF,PAIR,LAN_PAIR,C0376,LAN_UBF,Arachnida,Ground,Lycosidae,NA,0.004175152,0.325468765,8.011878932,4.107006402,0.052685168,12.61874207,0.512614636,0.359780983,0.463900274,-1.058959646
Lycosidae,BE,Lyco,UBF,PAIR,MOL_PAIR,24,MOL_UBF,Arachnida,Ground,Lycosidae,NA,0.012551327,0.082832975,2.011260916,0.885469249,0.134171372,10.68981582,0.440255783,0.023194444,-0.898796159,0.479865666
Lycosidae,BE,Lyco,UBF,PAIR,ROO_PAIR,27,ROO_UBF,Arachnida,Ground,Lycosidae,NA,0.033333465,0.189066562,4.560452511,1.505321516,0.265396385,7.96186011,0.330081612,0.017083333,-1.031147484,0.855354748
Lycosidae,BE,Lyco,UBF,PAIR,SLI_PAIR,26,SLI_UBF,Arachnida,Ground,Lycosidae,NA,0.034500422,0.092952121,1.824048935,0.494167844,0.183416999,5.316369738,0.270918085,0.022222222,-0.676931413,0.489382763
Lycosidae,BE,Lyco,UBF,PAIR,ZIJ_PAIR,30,ZIJ_UBF,Arachnida,Ground,Lycosidae,NA,0.26756583,0.138611495,4.925266316,0.892279922,1.722394074,6.437272169,0.181163792,0.010740741,-1.037044149,0.726446402
Lycosidae,RO,Lyco,FBF,PAIR,BUG_PAIR,16,BUG_FBF,Arachnida,Ground,Lycosidae,NA,0.036492033,0.369638959,7.74504632,3.330549732,0.328803356,9.010277858,0.430023217,NA,-0.11170479,0.808780193
Lycosidae,RO,Lyco,FBF,PAIR,POA_PAIR,24,POA_FBF,Arachnida,Ground,Lycosidae,NA,0.007627464,0.144108828,6.011664236,2.214035173,0.117185561,15.36363323,0.368289892,1.2125,-0.64020104,0.624443798
Lycosidae,RO,Lyco,FBF,PAIR,POT_PAIR,20,POT_FBF,Arachnida,Ground,Lycosidae,NA,0.004857317,0.221112272,6.129309389,3.589746039,0.078858285,16.23494712,0.585668925,1.074861111,-0.079089544,0.619525434
Lycosidae,RO,Lyco,FBF,PAIR,SLA_PAIR,14,SLA_FBF,Arachnida,Ground,Lycosidae,NA,0.008085271,0.351754685,9.883562849,4.702576046,0.108091251,13.36890805,0.475797657,1.210344828,-0.243405265,0.595818484
Lycosidae,RO,Lyco,FBF,PAIR,STR_PAIR,22,STR_FBF,Arachnida,Ground,Lycosidae,NA,0.015836183,0.346125497,7.308592161,3.419011048,0.156429056,9.877952014,0.467807065,1.725416667,-0.071713189,0.643292875
Lycosidae,RO,Lyco,FOR,FOR,ARG_FOR,1,ARG_FOR,Arachnida,Ground,Lycosidae,NA,0.006496657,0.383391223,10.15127984,4.373684142,0.074113141,11.40788802,0.430850515,1.086424731,0.026433609,0.184594377
Lycosidae,RO,Lyco,FOR,FOR,BRA_FOR,5,BRA_FOR,Arachnida,Ground,Lycosidae,NA,0.005976144,0.312706191,8.71950869,3.96777505,0.075828354,12.68850815,0.455045713,1.073706897,-0.27700502,0.085572514
Lycosidae,RO,Lyco,FOR,FOR,BRI_FOR,4,BRI_FOR,Arachnida,Ground,Lycosidae,NA,0.006219338,0.24281227,8.240493704,2.979644347,0.076319926,12.27139117,0.361585659,1.121639785,-0.216493502,0.198329384
Lycosidae,RO,Lyco,FOR,FOR,BUG_FOR,3,BUG_FOR,Arachnida,Ground,Lycosidae,NA,0.016577144,1.040013819,12.76984526,7.672925871,0.122301452,7.377715307,0.60086287,NA,-0.100426165,0.064414294
Lycosidae,RO,Lyco,FOR,FOR,TAR_FOR,2,TAR_FOR,Arachnida,Ground,Lycosidae,NA,0.003381597,0.288374631,6.667610034,3.607291998,0.042300563,12.50904763,0.541017243,1.227083333,-0.095274479,-0.012460898
Lycosidae,RO,Lyco,FOR,FOR,VLA_FOR,6,VLA_FOR,Arachnida,Ground,Lycosidae,NA,0.013396167,0.327681058,14.34514596,4.370577633,0.178676756,13.33790137,0.304672929,0.446875,0.292336968,0.277212364
Lycosidae,RO,Lyco,UBF,PAIR,ALB_PAIR,25,ALB_UBF,Arachnida,Ground,Lycosidae,NA,0.001875157,0.108829579,5.850737822,2.217921434,0.038215271,20.37976668,0.379084058,NA,-0.73513307,0.790178328
Lycosidae,RO,Lyco,UBF,PAIR,ARG_PAIR,7,ARG_UBF,Arachnida,Ground,Lycosidae,NA,0.001434928,0.087249512,5.77807335,1.631059274,0.026824824,18.69419362,0.28228428,NA,-0.546623778,0.854449571
Lycosidae,RO,Lyco,UBF,PAIR,BRA_PAIR,11,BRA_UBF,Arachnida,Ground,Lycosidae,NA,0.016042946,0.586817277,12.34323079,6.201973658,0.169555215,10.56883275,0.502459507,0.955172414,-0.937018071,0.201375035
Lycosidae,RO,Lyco,UBF,PAIR,BRI_PAIR,9,BRI_UBF,Arachnida,Ground,Lycosidae,NA,0.011817424,0.436742029,10.98431708,4.229404039,0.114439778,9.683986792,0.385040236,NA,-0.669199773,0.221365557
Lycosidae,RO,Lyco,UBF,PAIR,COB_PAIR,17,COB_UBF,Arachnida,Ground,Lycosidae,NA,0.00089767,0.12217565,6.414885495,2.394529282,0.017593503,19.59907141,0.373277011,0.222916667,-1.058605469,0.298784423
Lycosidae,RO,Lyco,FBF,PAIR,ARG_PAIR,8,ARG_FBF,Arachnida,Ground,Lycosidae,NA,0.005273419,0.276261225,6.667894285,3.336555007,0.063689905,12.07753643,0.500391108,0.203360215,-0.302497835,0.960952475
Lycosidae,RO,Lyco,FBF,PAIR,BRA_PAIR,12,BRA_FBF,Arachnida,Ground,Lycosidae,NA,0.021923467,0.675407348,13.40429511,6.071122631,0.197066344,8.988831189,0.452923677,0.536015326,-0.469363342,0.234117903
Lycosidae,RO,Lyco,FBF,PAIR,BRI_PAIR,10,BRI_FBF,Arachnida,Ground,Lycosidae,NA,0.001751276,0.145899569,7.758187914,2.595300521,0.031152168,17.78826724,0.33452406,0.594086022,-0.452666215,0.157254934
Lycosidae,RO,Lyco,FBF,PAIR,ALB_PAIR,26,ALB_FBF,Arachnida,Ground,Lycosidae,NA,0.00456031,0.302461573,10.21059129,3.813840949,0.057502499,12.60934045,0.373518128,0.058194444,-0.517135688,0.682524982
Lycosidae,SE,Lyco,UBF,PAIR,SKA_PAIR,C0370,SKA_UBF,Arachnida,Ground,Lycosidae,NA,0.014559885,0.173934541,8.144598566,2.329891839,0.19503289,13.39522231,0.28606589,0.709101649,-0.263608506,-0.406033884
Lycosidae,SE,Lyco,UBF,PAIR,LIS_PAIR,C0366,LIS_UBF,Arachnida,Ground,Lycosidae,NA,0.019632456,0.198635954,7.440480772,2.191687205,0.216618406,11.03368832,0.294562579,1.763607253,-0.391968233,-0.014876123
Lycosidae,SE,Lyco,UBF,PAIR,NAR_PAIR,C0374,NAR_UBF,Arachnida,Ground,Lycosidae,NA,0.008606316,0.232220661,8.94180401,2.442530953,0.090522495,10.51814659,0.273158632,0.248784722,0.45443682,-0.466137372
Lycosidae,SE,Lyco,UBF,PAIR,TEM_PAIR,C0362,TEM_UBF,Arachnida,Ground,Lycosidae,NA,0.036226852,0.265024146,6.064552567,2.996088449,0.409543261,11.30496408,0.494032893,0.353985119,0.219408874,-0.173362182
Lycosidae,SE,Lyco,UBF,PAIR,ORS_PAIR,C0360,ORS_UBF,Arachnida,Ground,Lycosidae,NA,0.026975851,0.196199464,4.955236053,2.374527695,0.326478492,12.10262071,0.479195677,0.794689484,0.364957309,-0.351383392
Opiliones,SE,OP,FBF,PAIR,LAN_PAIR,C0377,LAN_FBF,Arachnida,Ground,Opiliones,NA,0.0003408,0.051548059,0.789292317,0.779075357,0.005150698,15.11357298,0.987055544,0.341409188,0.804361738,-1.024805776
Opiliones,SE,OP,FOR,FOR,GRA_FOR,C0356,GRA_FOR,Arachnida,Ground,Opiliones,NA,0.003307591,0.10018142,1.968378959,1.403742969,0.046345991,14.01200908,0.713146705,0.243426282,0.687810372,-1.409774173
Opiliones,SE,OP,FOR,FOR,LAF_FOR,C0357,LAF_FOR,Arachnida,Ground,Opiliones,NA,0.000985864,0.084452482,1.222982038,1.201476413,0.014025551,14.22665605,0.98241542,0.242150463,0.888661933,-0.602791284
Opiliones,SE,OP,UBF,PAIR,BUR_PAIR,C0368,BUR_UBF,Arachnida,Ground,Opiliones,NA,0.006440119,0.213497944,5.984786729,2.098079155,0.063288104,9.827163275,0.350568742,0.770521825,0.138052584,-0.392930297
Opiliones,SE,OP,UBF,PAIR,HAG_PAIR,C0372,HAG_UBF,Arachnida,Ground,Opiliones,NA,0.021326301,0.112764966,3.309280724,1.031613521,0.195100491,9.148351274,0.311733457,1.130772634,-0.190684749,-0.210887416
Opiliones,SE,OP,FOR,FOR,OVE_FOR,C0359,OVE_FOR,Arachnida,Ground,Opiliones,NA,0.002025137,0.061899702,1.521946339,1.053956158,0.03448168,17.02683743,0.692505465,0.248784722,0.948596033,-0.772665362
Opiliones,SE,OP,UBF,PAIR,ALO_PAIR,C0378,ALO_UBF,Arachnida,Ground,Opiliones,NA,0.003679893,0.062213674,1.794127279,0.898566619,0.053149555,14.4432336,0.500837722,0.589711934,0.360562405,-0.232031731
Opiliones,SE,OP,UBF,PAIR,SKA_PAIR,C0370,SKA_UBF,Arachnida,Ground,Opiliones,NA,0.002217672,0.067693714,3.894701151,1.071208325,0.035093199,15.82433964,0.275042496,0.709101649,-0.263608506,-0.406033884
Opiliones,NO,OP,FOR,FOR,AKE_FOR,1,AKE_FOR,Arachnida,Ground,Opiliones,NA,0.006184969,0.158114658,6.360486215,1.897175952,0.074211808,11.99873544,0.298275303,0.207834758,0.713646671,-1.554220999
Opiliones,NO,OP,UBF,PAIR,AKE_PAIR,2,AKE_UBF,Arachnida,Ground,Opiliones,NA,0.002222878,0.072343681,4.16129189,1.321378764,0.040601532,18.26529611,0.317540514,0.913762626,-0.151656234,-1.295406425
Opiliones,SE,OP,FBF,PAIR,ORS_PAIR,C0361,ORS_FBF,Arachnida,Ground,Opiliones,NA,0.002400522,0.132082464,2.875180532,1.847994913,0.033586239,13.99122073,0.642740479,0.777156085,0.524192165,-0.392015317
Opiliones,SE,OP,FOR,FOR,DAL_FOR,C0355,DAL_FOR,Arachnida,Ground,Opiliones,NA,0.001835037,0.042139672,0.677199141,0.451557738,0.019663783,10.7157393,0.666801995,0.146974359,0.816645422,-1.232470567
Opiliones,RO,OP,FBF,PAIR,BRA_PAIR,12,BRA_FBF,Arachnida,Ground,Opiliones,NA,0.002253092,0.088124468,3.453182566,0.938131099,0.023985342,10.64552354,0.271671445,0.536015326,-0.469363342,0.234117903
Opiliones,RO,OP,FBF,PAIR,BUG_PAIR,16,BUG_FBF,Arachnida,Ground,Opiliones,NA,0.002998005,0.049848489,1.940080241,0.63367362,0.038110621,12.71199244,0.326622377,NA,-0.11170479,0.808780193
